section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 44,44.7.,Dual,"Următoarea secvență afișează numărul de perechi de elemente din vectorul $v$, cu proprietatea că suma celor două elemente din pereche este divizibilă cu $k$ ($k<100$). Se numără numai perechile (v[i];v[j]) cu proprietatea enunțată care au $i<j$, unde $i$ și $j$ sunt numere naturale, $i<n$, $j<n$. Indicați cu ce expresie trebuie înlocuite punctele de suspensie.
\begin{verbatim}
Limbajul C++/C
int v[100],n,k;
cin>>n>>k; | scanf(""%d%d"",&n,&k);
for(int i = 0; i<n; ++i)
    cin>>v[i]; | scanf(""%d"",&v[i]);
int x[100]={0};
for (int i=0; i<n;i++)
    ++x[v[i]%k];
int sum = x[0]*(x[0]-1)/2;
for(int i=1; i<=k/2 && i!=(k-i); i++)
    sum += x[i]*x[k-i];
if (k % 2 == O) sum +=...;
cout<<sum; | printf(""%d"",sum);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,k,i,sum:integer;
v,x:array[0..99] of integer;
begin
    readln(n,k);
    for i:=0 to n-1 do
        readln(v[i]);
    for i:=0 to n-1 do
        inc(x[v[i] mod k]);
    sum:=x[0]*(x[0]-1)div 2;
    i:=1;
    while (i<=k div 2) and (i<>(k-i)) do
        begin
            sum:=sum+x[i]*x[k-i];
            inc(i)
        end;
    if k mod 2=0 then
        sum:=sum+...;
    write(sum);
end.
\end{verbatim}",N/A,x[k],x[n],x[k]*x[k],x[k]*(x[k]-1)/2,x[k/2]*(x[k/2]-1)/2,x[n]*x[n],x[k],x[n],x[k]*x[k],x[k]*(x[k]-1)/2,x[k/2]*(x[k/2]-1)/2,x[n]*x[n],x[k],x[n],x[k]*x[k],x[k]*(x[k]-1) div 2,x[k div 2]*(x[k div 2]-1) div 2,x[n]*x[n],e,"Răspuns corect: e) \begin{verbatim}
    x[k/2]*(x[k/2]-1)/2 | x[k div 2]*(x[k div 2]-1) div 2 
\end{verbatim}\\
Indicații: Se folosește vectorul de frecvență $x$ astfel încât, x[i] să exprime numărul de elemente din v care au restul i la împărțirea cu k. Se observă că algoritmul nu adaugă numărul de perechi obținute între elemente cu același rest [ $\mathrm{k}: 2$ ], în cazul în care $k$ este par. Acest număr reprezintă numărul de combinări ale valorilor de rest [ $\mathrm{k}: 2]$.\\"
Varianta 44,44.8.,Dual,"Variabilele $i$ şi $j$ sunt de tip întreg, iar variabila $a$ memorează un tablou bidimensional cu $n$ linii şi $n$ coloane, numerotate de la $0$ la $n - 1$, având iniţial toate elementele egale cu -1. Matricea se împarte în 4 cadrane astfel: \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-238.jpg}
Indicați cu ce instrucțiune trebuie înlocuite punctele de suspensie astfel încât, în urma executării secvenței obținute, tabloul $a$ să memoreze în cadranul I, doar valoarea 1, în cadranul II, doar valoarea 2, în cadranul III doar valoarea 3 iar în ultimul cadran doar valoarea 4.
\begin{verbatim}
Limbajul C++/C
for (i=0; i<n/2; i++)
    for (j=i+1; j<n-i-1; j++)
    {
        a[i][j]=1;
        ...;
        a[n-i-1][j]=3;
        a[j][i]=4;
    }
Limbajul Pascal
for i:=0 to n div 2-1 do
    for j:=i+1 to n-i-2 do
    begin
        a[i,j]:=1;
        ...;
        a[n-i-1, j]:=3;
        a[j,i]:=4;
    end;
\end{verbatim}",images/2025_04_17_46e04c6acd873ea9558dg-238.jpg,a[i][n-j]=2;,a[n-i][n-j]=2;,a[n-j-1][n-i-1]=2;,a[n-j][n-i]=2;,a[j][n-i]=2;,a[i][i]=2;,a[i][n-j]=2;,a[n-i][n-j]=2;,a[n-j-1][n-i-1]=2;,a[n-j][n-i]=2;,a[j][n-i]=2;,a[i][i]=2;,"a[i, n-j]:=2;","a[n-i,n-j]:=2;","a[n-j-1,n-i-1]:=2;","a[n-j,n-i]:=2;",a[j][n-i]:=2;,a[i][i]:=2;,c,"Răspuns corect: c) \begin{verbatim}
    a[n-j-1][n-i-1]=2; | a[n-j-1,n-i-1]:=2; 
\end{verbatim}\\
Indicații: Se parcurg elementele din cadranul 1 și apoi prin simetrie față de diagonala secundară se vor completa și elementele din cadranul II.\\"
Varianta 44,44.9.,Single,"Fie funcția recursivă de mai jos. Indicați ce valoare va avea apelul $f(16)$.
\begin{verbatim}
Limbajul C++/C
int f(int x)
{if(x>8)
    return f(f(x-3))+4;
else return x-5;
}
Limbajul Pascal
function f(x:integer):integer;
begin
if x>8 then
    f:=f(f(x-3))+4
else f:=x-5;
end;
\end{verbatim}",N/A,-5,-2,-1,1,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) -1\\
Indicații: Șirul apelurilor este: $\mathrm{f}(16) \stackrel{16>8}{\Longrightarrow} \mathrm{f}(13) \stackrel{13>8}{\Longrightarrow} f(10) \stackrel{10>8}{\Longrightarrow} \mathrm{f}(7) \stackrel{7<8}{\Longrightarrow} 7-5=2$. Se calculează $f(2)=-3$, apoi se revine cu $-3+4$, se calculează $f(1)=-4$ ș.a.m.d.\\"
Varianta 44,44.10.,Single,"Indicați câte componente tare conexe are graful orientat $G=(V,E)$, unde $V={1,2,3,4,5,6,7,8,9,10}$, iar $E={(1,2),(1,7),(1,10),(2,6),(3,2),(3,5),(3,9),(4,3),(4,6),(5,2),(6,1),(8,7),(9,6),(9,8)}$?",N/A,6,7,8,9,10,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 8\\
Indicații: Se observă că între nodurile 1, 2, 6 există drum între oricare două noduri, deci ele formează o componentă tare conexă. Între celelalte 7 noduri nu există drum de la i la j și de la j la i, deci fiecare nod formează separat, câte o componentă tare conexă.\\"
Varianta 44,44.11.,Single,"Folosind metoda backtracking, se determină în ordine lexicografică, toate cuvintele de 6 litere distincte din mulțimea ${a, e, i, o, u, b, c, d, m, n, p}$, oricare două litere alăturate neputând fi vocale. Primele 5 soluții sunt: abecid, abecim, abecin, abecip, abecod. Indicați care cuvânt este generat înaintea soluției ebacid?",N/A,mnpdb,apcdmn,apmncd,apmndc,apnmdc,ebdcpa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) apnmdc\\
Indicații: Plecând de la soluția apnmdc se generează următoarele încercări: \sout{apnmdd}, \sout{apnmdm}, \sout{apnmdn}, \sout{apnmdp}... și se revine la primul caracter și se generează ebacid\\"
Varianta 44,44.12.,Single,"Fie un graf neorientat $G$ cu 1002 noduri numerotate cu numere naturale consecutive de la 1 la 1002. Știind că oricare două noduri de aceeași paritate sunt adiacente, se cere să indicați cum trebuie modificat graful, astfel încât acesta să devină eulerian.",N/A,se elimină două muchii,se elimină o muchie și se adaugă doua muchii noi,se adaugă două muchii noi,se elimină o muchie,se adaugă trei muchii noi,se elimină trei muchii,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) se elimină o muchie și se adaugă două\\
Indicații: Se observă că graful are două componente conexe. Fiecare componentă conexă are 501 noduri, fiind subgrafuri complete. Deși gradul fiecărui nod este par, graful nu este eulerian pentru că nu este conex. Dacă, de exemplu, se elimină muchia [2,4] din subgraful cu noduri pare, atunci gradele celor două noduri devin impare, deci trebuie refăcută paritatea, așa că putem adăuga, de exemplu, muchia [2,1], dar și [4,1]. În felul acesta, graful devine conex și se păstrează paritatea gradelor nodurilor.\\"
Varianta 44,44.13.,Single,Fie un arbore cu rădăcină care are 5000 de noduri iar fiecare nod are maxim 4 fii. Indicați care este înălțimea minimă a arborelui?,N/A,4,5,6,7,8,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 7\\
Indicații: Pentru ca înălțimea arborelui să fie minimă, numărul de fii ai fiecărui nod trebuie să fie maxim, adică 4 . Deci pe nivelul 0 se găsește rădăcina, pe nivelul 1 vor fi $4^{1}$ noduri, pe nivelul $2,4^{2}=16$ noduri, pe nivelul $3,4^{3}=64$ noduri, apoi $4^{4}=256,4^{5}=1024$, pe nivelul 6, restul nodurilor. Deci, în total, 7 nivele.\\"
Varianta 44,44.14.,Single,"Indicați care este complexitatea următoarei funcții?
\begin{verbatim}
Limbajul C++/C
void f(int n)
{int i,j,nr=0;
for(i=n/2; i<=n; i++)
    for(j=n; j>=1; j/=2)
        nr++;
}
Limbajul Pascal
procedure f(n:integer);
var i,j,nr:integer;
begin
    for i:=n div 2 to n do
    begin
        j:=n;
        while j>=1 do
        begin
            inc(nr);
            j:=j div 2
        end
    end
end;
\end{verbatim}",N/A,$O(\log n)$,$O\left(n^{2}\right)$,$O\left(n^{2} \log n\right)$,$O(n \log n)$,$O(n)$,$O\left(n^{3}\right)$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) $O$ (nlogn)\\
Indicații: Pentru prima repetiție timpul este $\mathrm{O}(\mathrm{n})$, dar pentru a doua, timpul este logaritmic.\\"
Varianta 44,44.15.,Single,"Fie $x$, $a_{0}$, $a_{1}$, $\ldots$, $a_{n}$ numere reale nenule. Indicați numărul minim de înmulțiri care este necesar pentru a calcula optim $a_{0}+a_{1}*x+a_{2}*x^{2}+a_{3}*x^{3}+\ldots+a_{n}*x^{n}$?",N/A,$n-1$,$n$,$\frac{n}{2}$,$\frac{(n+1)(n+2)}{2}$,$\mathrm{n}-2$,$\frac{(n-1)(n+1)}{2}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) n\\
Indicații: Expresia se poatere scrie astfel:
$a_{0}+a_{1} * x+a_{2} * x^{2}+a_{3} * x^{3}+\ldots+a_{n} * x^{n}=a_{0}+x^{*}\left(a_{1}+x^{*}\left(a_{2}+\ldots . .+x^{*}\left(a_{n-1}+x^{*} a_{n}\right)\right) ..\right)$\\"
Varianta 45,45.1.,Single,"Variabilele întregi $i$, $j$, $k$ memorează numere naturale. Valoarea variabilei $k$ după rularea următoarei secvențe de instrucțiuni este?
\begin{verbatim}
Limbajul C++/ Limbajul C
i=4; j=5; k=--i*j++;
Limbajul Pascal
i:=4; j:=5; dec(i);
k:=i*j; inc(j);
\end{verbatim}",N/A,12,13,14,15,16,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 15\\
Indicații: Întâi se evaluează operatorul de decrementare, deci valoarea variabilei $\mathbf{i}$ devine 3, se face produsul $\mathbf{i*j}$ și apoi se evaluează operatorul de incrementare.\\"
Varianta 45,45.2.,Single,"Variabilele întregi i, j, k memorează numere naturale. Valoarea variabilei k, după rularea următoarei secvențe de instrucțiuni, este?
\begin{verbatim}
Limbajul C++/ Limbajul C
i=3; j=-3; k=i*j;
k+=j; k/=i;
Limbajul Pascal
i:=3; j:=-3; k:=i*j; k:=k+j; k:=k div i;
\end{verbatim}",N/A,-8,-6,-4,4,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) -4\\
Indicații: Întâi se face produsul, deci $\mathbf{k}=-9$, apoi la $\mathbf{k}$ se adună $\mathbf{j}=>\mathbf{k}=\mathbf{- 1 2}$ și se determină câtul împărtirii lui $\mathbf{k}$ la $\mathbf{i}$.\\"
Varianta 45,45.3.,Single,"Variabilele întregi i, j, k memorează numere naturale. După rularea următoarei secvențe de instrucțiuni se va afișa?
\begin{verbatim}
Limbajul C++/ Limbajul C
i=2; j=-2; if(j) i--;
if(i) j++; k=i*j;
cout<<k; | printf(""%d"",k);
Limbajul Pascal
i:=2; j:=-2;
if j<>0 then dec(i);
if(i<>0) then inc(j); k:=i*j;
write(k);
\end{verbatim}",N/A,-2,-1,0,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) -1\\
Indicații: Se evaluează $\mathbf{j} \neq 0$ și apoi operatorul de decrementare $=>\mathbf{i}=1$. Pentru că $\mathbf{i} \neq 0$ se mărește $\mathbf{j}$ cu $\mathbf{1} => \mathbf{j=-1}$ și apoi se evaluează produsul.\\"
Varianta 45,45.4.,Single,"După rularea următorului program se afișează?
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
int f(int &i)
{ return i++;
}
int main(){
    int i=1,j;
    j=f(i);
    cout<<i<<' '<<j;
    return 0;
}
Limbajul C
#include<stdio.h>
int f(int *i)
{
return (*i)++;
}
int main() {
    int i=1,j;
    j=f(&i);
    printf(""%d %d"",i,j);
    return 0;
}
Limbajul Pascal
var i,j:integer;
function f(var i:integer):integer;
begin
    f:= i; inc(i);
end;
begin
i:=1; j:=f(i);
write(i,' ',j);
end.
\end{verbatim}",N/A,0 2,1 1,1 2,2 1,2 2,eroare de compilare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 2 1\\
Indicații: Se returnează valoarea inițială a parametrului și apoi se incrementează parametrul, pentru că operatorul de incrementare este în formă postfixată. Deci se returnează 1 iar parametrul va avea valoarea 2.\\"
Varianta 45,45.5.,Single,"După rularea programului de mai jos se afișează?
\begin{verbatim}
Limbajul C++
#include<iostream>
using namespace std;
struct S
{int a[2];};
int main()
{
    S S[2]; int i;
    for(i=0;i<2;i++)
        S[i].a[1-i]=4*!i;
    cout<<S[0].a[1];
    return 0;
}
Limbajul C
#include <stdio.h>
struct S
{int a[2];};
int main() {
    struct S S[2];
    int i;
    for(i=0;i<2;i++)
        S[i].a[1-i]=4*!i;
    printf(""%d"", S[0].a[1]);
    return 0;}
Limbajul Pascal
type ST=record
a:array[0..1] of integer
end;
var S:array[0..1] of ST;
i:integer;
begin
for i:=0 to 1 do
    S[i].a[1-i]:=4*(1-i);
write(S[0].a[1]);
end.
\end{verbatim}",N/A,0,1,2,3,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 4\\
Indicații: Este declarat un vector cu $\mathbf{2}$ elemente de tip structură, fiecare element conținând un alt vector cu două numere întregi. Se atribuie valoare doar elementelor $\mathbf{S[0].a[1]}$ și $\mathbf{S[1].a[0]}$.\\"
Varianta 45,45.6.,Single,"Variabilele întregi $i$, $x$ memorează numere naturale. Numărul de numere afișate după executarea următoarei secvențe de instrucțiuni este?
\begin{verbatim}
Limbajul C++/ Limbajul C
for(i=1;i<=10000;i++)
{
    x=i-4;
    while(x>2 && (x%10==0 || x%10==2))
        x=x/10, x=x-4;
    if(x==0 || x==2)
        cout<<i; | printf(""%d"",i);
}
Limbajul Pascal
for i:=1 to 10000 do begin
    x:=i-4;
    while (x>2) and ((x mod 10=0) or (x mod 10=2)) do
    begin
        x:=x div 10; x:=x-4
    end;
    if (x=0) or (x=2) then write(i)
end;
\end{verbatim}",N/A,100,50,45,40,35,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) 30\\
Indicații: Algoritmul determină toate numerele din intervalul $\mathbf{[1, 10000]}$ care sunt formate doar din cifrele $\mathbf{4}$ și/sau $\mathbf{6}$. Exemple $\mathbf{4, 6, 44, 46, 64, 66}$ etc.\\"
Varianta 45,45.7.,Single,"Tabloul bidimensional a, pătratic, are liniile și coloanele numerotate de la 1 la 1000 și
este împărțit în 4 zone delimitate de diagonale, ca în desen.
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-241.jpg}
Variabilele întregi $i$, $j$, $s$ memorează numere naturale. Elementele care sunt adunate în algoritmul următor se găsesc în zona/zonele?
\begin{verbatim}
Limbajul C++/ Limbajul C
s=0;
for(i=120;i<=380;++i)
    for(j=i+1;j<=1000-i;j++)
        s+=a[1001-j][1001-i];
Limbajul Pascal
s:=0;
for i:=120 to 380 do
    for j:=i+1 to 1000-i do
        s:=s+a[1001-j,1001-i];
\end{verbatim}",images/2025_04_17_46e04c6acd873ea9558dg-241.jpg,I,I și II,II,II și III,II și IV,IV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) II\\
Indicații: Se parcurg elementele din zona $\mathbf{I}$, dar se folosesc elementele simetrice cu acestea față de diagonala secundară, deci elemente din zona $\mathbf{II}$\\"
Varianta 45,45.8.,Single,"După rularea următoarei secvențe de instrucțiuni se afișează?
\begin{verbatim}
Limbajul C++/ Limbajul C
char s[100]=""UPB-automatica"",*p;
p=strchr(s,'-');
(p+1)[0]-=32; s[p-s]='\0';
p++; strcat(p,""-"");
strcat(p,s); strcpy(s,p);
cout<<s; | printf(""%s"",s);
Limbajul Pascal}
var s,p:string; i:integer;
s:='UPB-automatica'; i:=pos('-',s);
s[i+1]:=chr(ord(s[i+1])-32);
p:=copy(s,i+1,length(s)-i);
delete(s,i,length(s)-i+1);
s:=p+'-'+s;
write(s);
\end{verbatim}",N/A,Auto,Automatica-UPB,Auto-UPB,UPB,automatica-UPB,automatica-UPB-automatica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) Automatica-UPB\\
Indicații: Se determină adresa de memorie | poziția caracterului '-', împărțindu-se astfel șirul inițial în două șiruri de caractere. Apoi se concatenează al doilea șir cu primul, după ce prima literă a celui de al doilea șir se transformă în literă mare.\\"
Varianta 45,45.9.,Dual,"Pentru ca tabloul unidimensional a să fie ordonat crescător după rularea secvenței de instrucțiuni de mai jos, punctele de suspensie se înlocuiesc cu?
\begin{verbatim}
Limbajul C++/ Limbajul C
int a[10]={8, 2, 1, 9, 10, 3, 7, 5, 4, 6}, b[10]={ 0 }, c[10],i, j;
for(i=0;i<10;++i)
    for(j=i+1;j<10;++j)
        if(...)
            b[i]++;
        else b[j]++;
for(i=0;i<10;i++)
    c[b[i]]=a[i];
for(i=0;i<10;i++)
    a[i]=c[i];
Limbajul Pascal
var a:array[0..9] of integer=(8,2,1,9,10,3,7,5,4,6);
b, c:array[0..9] of integer;
i, j:integer;
for i:=0 to 9 do
    for j:=i+1 to 9 do
        if ..... then inc(b[i])
        else inc(b[j]);
for i:=0 to 9 do c[b[i]]:=a[i];
for i:=0 to 9 do a[i]:=c[i];
\end{verbatim}",N/A,a[i]<a[j],a[i]<=a[j],a[i]!=a[j],a[i]==a[j],a[i]+a[j],a[i]>a[j],a[i]<a[j],a[i]<=a[j],a[i]!=a[j],a[i]==a[j],a[i]+a[j],a[i]>a[j],a[i]<a[j],a[i]<=a[j],a[i]<>a[j],a[i]=a[j],a[i]+a[j],a[i]>a[j],f,"Răspuns corect: f) \begin{verbatim}
    a[i]>a[j]
\end{verbatim}\\
Indicații: Se folosește algoritmul de ordonare prin numărare. Fiecare element $\mathbf{b[i]}$ memorează numărul de elemente din tabloul unidimensional $\mathbf{a}$, mai mari decât $\mathbf{a[i]}$.\\"
Varianta 45,45.10.,Single,"Apelul $f(19,7)$ are valoarea?
\begin{verbatim}
Limbajul C++/ Limbajul C
int f(int x, int y)
{
if(x>y)
    return f(x-3, y+1)-2;
else
    if(x==y)
        return f(x+1, y);
    else
        return 3*x-2*y;
}
Limbajul Pascal
function f(x,y:integer):integer;
begin
if x>y then f:=f(x-3,y+1)-2
else if x=y then
        f:=f(x+1,y)
    else
        f:=3*x-2*y
end;
\end{verbatim}",N/A,-6,-5,-4,4,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) -6\\
Indicații: Șirul apelurilor este: $f(19,7) \stackrel{19>7}{\Longrightarrow} f(16,8) \stackrel{16>8}{\Longrightarrow} f(13,9) \stackrel{13>9}{\Longrightarrow} f(10,10) \stackrel{10=10}{\Longrightarrow} f(11$, $10) \stackrel{11>10}{\Longrightarrow} f(8,11) \stackrel{8<11}{\Longrightarrow} 3 * 8-2^{*} 11$ raspuns care se returnează la apelul anterior șamd, scăzându-se 2 , unde e cazul.\\"
Varianta 45,45.11.,Single,"Folosind metoda backtracking, se determină în ordine descrescătoare, toate numerele de 4 cifre nenule distincte, cifrele impare apar în ordine descrescătoare, cele pare în ordine crescătoare și oricare două cifre alăturate nu pot fi pare. Primele 7 soluții sunt: 9875,  9873, 9871, 9853, 9851, 9831. Cele 3 numere generate înaintea soluției 3416 sunt?",N/A,3618 3421 3418,3816 4312 4316,4316 3618 3418,4318 4316 3618,4516 4318 3418,4512 4516 4518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 4316  3618  3418\\
Indicații: O abordare ar putea să plece de la o variantă dată. Folosind metoda backtracking, ținând cont de condițiile impuse de problemă, se pleacă de la primul număr propus și se generează următoarele trei soluții.\\"
Varianta 45,45.12.,Single,"Fie $T$ un arbore oarecare cu un număr par de noduri, în care fiecare nod are maxim 2 fii. Numărul maxim de noduri de pe ultimul nivel $i$, știind că rădăcina arborelui se află pe nivelul 1, este?",N/A,$2^{{i+1}}$,$2^{i}+1$,$2^{i}$,$2^{\frac{i+1}{2}}$,$2^{i-1}$,$2^{i-1}-1$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) $\mathbf{2}^{\text {i-1 }} \mathbf{- 1}$\\
Indicații: Pentru ca pe niveluri, să avem număr maxim de noduri, trebuie ca toate nodurile de pe nivelurile anterioare sa aibă câte 2 fii. Deci, pe nivelul $\mathbf{1}$, avem $\mathbf{2}^{\circ}$ noduri, pe nivelul $\mathbf{2}$ sunt $\mathbf{2}^{\mathbf{1}}$ noduri, pe nivelul $\mathbf{3}$ sunt $\mathbf{2}^{\mathbf{2}}$ noduri ș.a.m.d. Deci, pe nivelul $\mathbf{i}$ vor fi $2^{\text {i-1 }}$ noduri. Cum numărul total de noduri este par, iar pe nivelul 1 este un nod, atunci pe nivelul i vor fi $\mathbf{2}^{\mathbf{i}-1} \mathbf{- 1}$ noduri.\\"
Varianta 45,45.13.,Single,"Un graf este bipartit dacă nodurile lui pot fi împărțite în două submulțimi disjuncte, astfel încât fiecare muchie are o extremitate în prima submulțime și cealaltă în a doua submulțime. Fie $G$ un graf neorientat, bipartit, cu 10 noduri. Numărul maxim de muchii pe care poate să le aibă graful $G$ este?",N/A,5,15,25,35,45,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) 25\\
Indicații: Partițiile mulțimii nodurilor pot avea:\\
prima mulțime - $\mathbf{1}$ nod; a doua - $\mathbf{9}$ noduri $=>$ nr de muchii $\mathbf{1 * 9}$\\
prima mulțime - $\mathbf{2}$ noduri; a doua - $\mathbf{8}$ noduri $=>$ nr de muchii $\mathbf{2 * 8}$\\
...\\
prima mulțime - $\mathbf{5}$ noduri; a doua - $\mathbf{5}$ noduri $=>$ nr de muchii $\mathbf{5*5}$ (maxim)\\"
Varianta 45,45.14.,Single,"Complexitatea următoarei funcții este?
\begin{verbatim}
Limbajul C++/ Limbajul C
void f(int n, int v[101])
{
int i, j=0;
for(i=0;i<n;i++)
    while(j<n && v[i]<v[j])
        j++;
}
Limbajul Pascal
procedure f(n:integer; v:array[0..100] of integer);
begin
j:=0;
for i:=0 to n-1 do
    while (j<n) and (v[i]<v[j]) do
        inc(j);
end;
\end{verbatim}",N/A,$O(\sqrt{n})$,$O(n)$,$O(n \log n)$,$O(n(\log n)^{2})$,$O(n^{2})$,$O(n^{3})$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) $\mathbf{O(n)}$\\
Indicații: Complexitatea algoritmului pare a fi $\mathrm{O}\left(\mathrm{n}^{2}\right)$. Pentru că a doua repetiție nu resetează valoarea lui j la 0 , atunci vor fi valori ale lui i pentru care a doua repetiție nu se mai execută . Deci, vom avea maxim 2 treceri prin vector, deci O(n).\\"
Varianta 45,45.15.,Single,"Numărul de drumuri de lungime 3 din graful orientat alăturat este?
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-248(1).jpg}",images/2025_04_17_46e04c6acd873ea9558dg-248(1).jpg,10,15,20,25,30,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 30\\
Indicații: Pentru a afla numărul de drumuri de lungime $\mathbf{k}$ dintre două noduri $\mathbf{i}$ și $\mathbf{j}$ întrun graf orientat, se calculează matricea $\mathbf{X}=\mathbf{A}^{\mathbf{k}}$, unde $\mathbf{A}$ este matricea de adiacență. $\mathbf{X}_{\mathbf{i}, \boldsymbol{j}}$ reprezintă numărul de drumuri dintre nodurile $\mathbf{i}$ și $\mathbf{j}$ de lungime $\mathbf{k}$. Pentru a calcula numărul total de drumuri din digraf, atunci se adună toate valorile matricei $\mathbf{X}$. Deci
$\mathrm{A}=\left(\begin{array}{llll}0 & 1 & 1 & 0 \\ 1 & 0 & 1 & 1 \\ 1 & 0 & 0 & 1 \\ 1 & 0 & 0 & 0\end{array}\right), . ., \mathrm{A}^{3}=\left(\begin{array}{llll}3 & 2 & 2 & 1 \\ 3 & 2 & 3 & 2 \\ 2 & 1 & 2 & 2 \\ 2 & 0 & 1 & 2\end{array}\right)$. Se adună toate elementele și se obține 30.\\"
