"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 35","35.3.","Single","Variabilele $i$, $j$ şi $k$ memorează numere naturale. Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++/C
for(i=1;i<=10;i++)
{ for(j=1;j<=i;j++)
        cout<<j; | printf(""%d"",j) ;
    for(k=9;k>0;k--)
        cout<<k; | printf(""%d"",k) ;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=1 to 10 do
begin
    for j:=1 to i do write(j);
    for k:=9 downto 1 do
        write(k)
end;
\end{verbatim}
Numărul de execuţii ale instrucțiunii care afişează valoarea variabilei $k$ este:","N/A","495","90","60","55","10","9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.4.","Single","Pentru un graf neorientat cu 9 muchii şi 12 noduri, numărul minim de componente conexe este:","N/A","1","2","3","4","5","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.5.","Single","Algoritmul lui Euclid este utilizat pentru:","N/A","calculul numărului de multipli ai unui număr natural","descompunerea în factori primi a unui număr natural","calculul celui mai mare divizor comun a două numere naturale","calculul numărului de divizori ai unui număr natural","suma divizorilor unui număr natural","suma divizorilor proprii ai unui număr natural","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.6.","Dual","Variabilele $\mathbf{x}$, $\mathbf{y}$, $\mathbf{z}$, $\mathbf{s}$ şi $\mathbf{p}$ memorează numere reale. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
if (x>y) if (y>z) if (z>x)
    s=x+y+z; else p=x*y*z;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
if x>y then if y>z then if z>x then
s:=x+y+z else p:=x*y*z;
\end{verbatim}
Secvenţa de program echivalentă cu ea, care să conţină o singură instrucţiune de decizie, este:","N/A","if (x>y || y>z) s=x+y+z;","if(x>y \&\& y>z) s=x+y+z;","if (x>y \&\& y>z) s=x+y+z;","if(x>y \&\& y>z) p=x*y*z;","if (x>y \&\& y>z) s=x+y+z;
    else p=p*y*z;","if(x>y || y>z) p=x*y*z;","if (x>y || y>z) s=x+y+z;","if(x>y \&\& y>z) s=x+y+z;","if (x>y \&\& y>z) s=x+y+z;","if(x>y \&\& y>z) p=x*y*z;","if (x>y \&\& y>z) s=x+y+z;
    else p=p*y*z;","if(x>y || y>z) p=x*y*z;","if (x>y) or (y>z) then s:=x+y+z;","if (x>y) and (y>z) then s:=x+y+z;","if (x>y) and (y>z) then s:=x+y+z;","if (x>y) and (y>z) then p:=x*y*z;","if (x>y) and (y>z) then s:=x+y+z;
    else p:=p*y*z;","if (x>y) or (y>z) then p:=x*y*z;"
"Varianta 35","35.7.","Single","Numărul de interschimbări care se efectuează în cazul sortării descrescătoare a şirului de numere consecutive $0,1,2,3, \ldots, 8,9,10$ prin metoda bulelor este:","N/A","0","10","11","45","55","121","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.8.","Single","Fie $a$ un tablou bidimensional cu 45 linii (numerotate de la 1 la 45) şi 45 coloane (numerotate de la 1 la 45). Expresia care calculează numărul de ordine al elementului de pe linia $i$ şi coloana $j$ (a câta valoare este acesta, pornind din colţul din sânga sus, de la prima spre ultima linie, pe fiecare linie elementele numărându-se de la stânga la dreapta) este:","N/A","$i * 45+j-1$","$(i-1) * 45+j$","$(j-1) * 45+i$","$j * 45+i-1$","$(i+1) * 45+j$","$(j+1) * 45+i$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.9.","Single","Se consideră algoritmul care determină toate permutările distincte de $n$ obiecte (numerotate de la 1 la $n$), în care pe orice poziţie de rang par se află o valoare pară. De exemplu, pentru $n=5$, primele trei permutări generate în ordine lexicografică sunt: $(1,2,3,4,5),(1,2,5,4,3),(1,4,3,2,5)$.
Pentru $n=4$, numărul total de astfel de permutări este:","N/A","12","10","8","7","6","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.10.","Dual","Subprogramul $f$ primeşte prin parametrii $a$ şi $b$ două valori întregi ($a \leq b$) şi returnează numărul de numere prime din intervalul închis [a,b]. Expresia care are valoarea 1 (C++/C)/True (Pascal), numai dacă valoarea întreagă $x$ $(x>5)$ este număr prim este:","N/A","$f(x-1, x)==f(x, x+1)$","$f(x, x)==1$","$f(2, x)!=f(2, x-1)$","$f(2, x)!=f(2, x+1)$","$f(2, x)==f(2, x-1)$","$f(2, x)==f(2, x+1)$","$f(x-1, x)==f(x, x+1)$","$f(x, x)==1$","$f(2, x)!=f(2, x-1)$","$f(2, x)!=f(2, x+1)$","$f(2, x)==f(2, x-1)$","$f(2, x)==f(2, x+1)$","$f(x-1, x)=f(x, x+1)$","$f(x, x)=1$","$f(2, x)<>f(2, x-1)$","$f(2, x)<>f(2, x+1)$","$f(2, x)=f(2, x-1)$","$f(2, x)=f(2, x+1)$"
"Varianta 35","35.11.","Single","Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++
int a,b;
void f(int x,int &y)
{int b=x; y+=b; x=y;}
int main()
{ a=20; b=23;
    f(a,b);
    cout<<a<<' '<<b;
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
int a,b;
void f(int x,int *y)
{int b=x; *y=*y+b; x=*y;}
int main()
{ a=20; b=23;
    f(a,&b);
    printf(""%d %d"",a,b);
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a,b:integer;
procedure f(x:integer; var y:integer);
var b:integer;
begin b:=x; y:=y+b; x:=y
end;
begin
    a:=20; b:=23;
    f(a,b);
    write(a,' ',b)
end.
\end{verbatim}
În urma executării secvenței de program alăturate se afişează:","N/A","43 43","23 23","20 23","23 43","20 43","23 20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.12.","Single","Numărul minim de muchii care trebuie adăugate grafului din figura alăturată, astfel încât acesta să devină eulerian este:
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-191}","images/2025_04_17_46e04c6acd873ea9558dg-191","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.13.","Dual","Subprogramul $minim$ returnează cifra minimă a unui număr natural. Pentru o variabilă $x$, ce memorează o valoare naturală de cel mult 2 cifre, subprogramul este apelat într-o secvență de forma:
Limbajul C++/C: if (minim(x)+minim(x*x*x))==0   nr++;
Limbajul Pascal: if minim(x)+minim(x*x*x)=0 then nr:=nr+1;
Varianta pentru un antet corect al subprogramului este:","N/A","int minim(long u)","int minim(long x*x*x)","int minim(int x, int y)","void minim(long u)","void minim(int x, int y)","void minim(long x*x*x)","int minim(long u)","int minim(long x*x*x)","int minim(int x, int y)","void minim(long u)","void minim(int x, int y)","void minim(long x*x*x)","function minim(u:longint):integer;","function minim(x*x*x:longint):integer;","function minim(x, y:integer):integer;","procedure minim(u:longint);","procedure minim(x, y:longint);","procedure minim(x*x*x:longint);"
"Varianta 35","35.14.","Single","Un arbore binar este un arbore cu rădăcină în care fiecare nod are cel mult 2 descendenţi direcţi (fii). Un arbore binar complet, cu $h$ niveluri, are un număr de noduri egal cu:","N/A","$2 h$","$2 h+1$","$2 h-1$","$2^{h}-1$","$2^{h}$","$2^{h}+1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 35","35.15.","Single","Fie $G$ un graf neorientat, cu $n$ noduri şi $p$ componente conexe. Numărul maxim de muchii este:","N/A","$\frac{n(n-1)}{2}$","$\frac{(n-p)(n-p+1)}{2}$","$\frac{n(n+1)}{2}$","$\frac{(n+p)(n+p+1)}{2}$","$\frac{p(p-1)}{2}$","$\frac{p(p+1)}{2}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.1.","Single","Variabilele $\mathbf{x}$ și $\mathbf{y}$ memorează numere întregi. Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++/C 
x=2020 / 7;
y=123 % 10 * 3 / 8;
cout<<x<<' '<<y | printf(""%d %d"", x, y);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
x:=2020 div 7;
y:=123 mod 10*3 div 8;
write(x,' ',y);
\end{verbatim}
După executarea secvențe de program alăturate, variabilele $\mathbf{x}$ și $\mathbf{y}$ au valorile:","N/A","66 0","66 1","202 0","202 1","288 0","288 1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.2.","Dual","Se consideră următoarea expresie:
Limbajul C++/C: $(x==y)==(y==z)$
Limbajul Pascal: $(x=y)=(y=z)$
Expresia dată are valoarea 0 (C++/C)/False (Pascal) dacă și numai dacă cele trei variabile întregi $\mathbf{x}$, $\mathrm{y}$ și $\mathbf{z}$ sunt:","N/A","toate trei egale","neinițializate","$(x==y \&\& y!=z) || (x!=y \&\& y==z)$","$(x==y \&\& y!=z) \&\& (x!=y \&\& y==z)$","$(x==y || y!=z) || (x!=y || y==z)$","$(x==y || y!=z) \&\& (x!=y || y=z)$","toate trei egale","neinițializate","$(x==y \&\& y!=z) || (x!=y \&\& y==z)$","$(x==y \&\& y!=z) \&\& (x!=y \&\& y==z)$","$(x==y || y!=z) || (x!=y || y==z)$","$(x==y || y!=z) \&\& (x!=y || y=z)$","toate trei egale","neinițializate","($x=y$ and $y<>z$) or ($x<>y$ and $y=z$)","($x=y$ and $y<>z$) and ($x<>y$ and $y=z$)","($x=y$ or $y<>z$) or ($x<>y$ or $y=z$)","($x=y$ or $y<>z$) and ($x<>y$ or $y=z$)"
"Varianta 36","36.3.","Single","Variabilele de tip întreg $\mathbf{x}$ și $\mathbf{y}$, inițial egale, memorează valoarea 100. Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++/C
if (x>y) x=10*y-8*x;
else y=10*x-8*y;
Limbajul Pascal
if x>y then x:=10*y-8*x
else y:=10*x-8*y;
\end{verbatim}
În urma executării secvenței de program alăturate, diferența absolută dintre valorile celor două variabile este:","N/A","-200","-100","0","1","100","200","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.4.","Single","Se consideră următoarele două secvențe:
\begin{verbatim}
Limbajul C++/C
while ......
{
    a=a-1;
    cout<<""20"";
}
do
{
    cout<<""20"";
    a--;
}while(a>=1);
\end{verbatim}

\begin{verbatim}
Limbajul Pascal
while ..... do
begin
    a:=a-1;
    write('20');
end;
repeat
    write('20');
    a:=a-1;
until a<1;
\end{verbatim}
Variabila de tip întreg $a$ are inițial valoarea 21. Cele două secvenţe sunt echivalente dacă punctele de suspensie se înlocuiesc cu:","N/A","$a=0$","$a>0$","$a>=1$","$a>1$","$a<=1$","$a<1$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.5.","Single","Se consideră următorul subprogram:
\begin{verbatim}
Limbajul C++/C
int f(int x)
{
    if(x) return 2*f(x-1);
    else return 3;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x:integer):integer;
begin
    if x<>0 then f:=2*f(x-1);
    else f:=3
end;
\end{verbatim}
Valoarea returnată de apelul $f(5)$ pentru funcţia alăturată este:","N/A","3","13","48","96","144","162","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.6.","Dual","Concatenarea a două șiruri de caractere se poate realiza cu funcţia predefinită:","N/A","strconcat","strcmp","strlen","strcat","strstr","strlwr","strconcat","strcmp","strlen","strcat","strstr","strlwr","paste","copy","length","concat","str","pos"
"Varianta 36","36.7.","Single","Se consideră un graf neorientat cu nodurile numerotate de la 1 la 5 și muchiile $[1,2],[1,5],[2,3],[2,4],[2,5],[3,4],[4,5]$. Numărul lanțurilor distincte de lungime 3 de la nodul 1 la 4 este:","N/A","3","4","5","6","7","8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.8.","Single","Se consideră un arbore cu rădăcină, cu 2020 noduri. Numărul minim de frunze pe care îl poate avea arborele este:","N/A","0","1","2","1010","2019","2020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.9.","Single","Utilizând metoda backtracking se generează toate numerele, de cel mult trei cifre, formate cu cifre distincte, care au suma cifrelor egală cu 7 și nu sunt divizibile cu 10. Astfel, se generează în această ordine numerele: 106, 124, 142, 16, 205, .... Folosind acceași metodă se generează toate numerele naturale cu cifre distincte, care au suma cifrelor egală cu 9 și nu sunt divizible cu 5. Al șaselea număr generat este:","N/A","135","153","162","207","216","234","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.10.","Single","Se consideră următoarea secvență de program în care toate variabilele sunt numere întregi:
\begin{verbatim}
Limbajul C++/C
for (i=0;i<= 2020;i++)
    { t=i+1; a[i]=t; t--; }
Limbajul Pascal
for i:=0 to 2020 do
begin t:=i+1; a[i]:=t; dec(t); end;
\end{verbatim}
Suma elementelor tabloului $a$ este:","N/A","2020","2021","4040","4041","2041210","2043231","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.11.","Single","Folosind metoda bulelor tabloul unidimensional $(5,6,10,20,1)$ este ordonat crescător: $(1,5,6,10,20)$. Numărul de parcurgeri necesare pentru a ordona crescător tabloul este:","N/A","9","8","7","6","5","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.12.","Single","Un număr $\overline{a b c}$ se numește excepțional dacă $b=a^{c}$. Mulțimea numerelor excepționale conține un număr de valori egal cu:","N/A","36","29","26","15","6","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.13.","Single","Se consideră următorul subprogram:
\begin{verbatim}
Limbajul C++/C
void f(int n)
{
    int i;
    if(n>0) for(i=1;i<=n;i++)
    {   f(n-2);
        cout<<i<<' '; | printf(""%d "",i);
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure f (n:integer);
var i:integer;
begin
if n>0 then
    for i:=1 to n do
        begin
        f(n-2);write(i,' ')
        end
end;
\end{verbatim}
Valoarea lui $n$ pentru care sunt afișate valorile 1 1 1 2 1 3 la apelul $f(n)$ este:","N/A","12","9","6","5","4","3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.14.","Single","Variabila $a$ memorează elementele unui tablou bidimensional cu 5 linii şi 5 coloane, numerotate de la 1 la 5, iar celelalte variabile sunt de tip întreg. Specificaţi care va fi conţinutul variabilei $a$ în urma executării secvenței de program date, dacă tabloul bidimensional are inițial conținutul alăturat:
\begin{verbatim}
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
\end{verbatim}
\begin{verbatim}
Limbajul C++/C
for(i=1; i<=n; i++)
    if(i<=n/2)
        for(j=1;j<=i;j++)
        {   aux=a[i][j];
            a[i][j]=a[i][n-j+1];
            a[i][n-j+1]=aux;
        }
    else
        for(j=1;j<=n-i+1;j++)
        {   aux=a[i][j];
            a[i][j]=a[i][n-j+1];
            a[i][n-j+1]=aux;
        }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i:=1 to n do
    if i<=n div 2 then
        for j:=1 to i do
        begin
            aux:=a[i,j];
            a[i,j]:=a[i,n-j+1];
            a[i,n-j+1]:=aux;
        end
    else
        for j:=1 to n-i+1 do
        begin
            aux:=a[i,j];
            a[i,j]:=a[i,n-j+1];
            a[i,n-j+1]:=aux;
        end;
\end{verbatim}","N/A","\begin{verbatim}
5 4 3 2 1
5 2 3 4 1
5 2 3 4 1
5 2 3 4 1
5 4 3 2 1
\end{verbatim}","\begin{verbatim}
5 4 3 2 1
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
5 4 3 2 1
\end{verbatim}","\begin{verbatim}
5 2 3 4 1
5 4 3 2 1
5 4 3 2 1
5 4 3 2 1
5 2 3 4 1
\end{verbatim}","\begin{verbatim}
1 2 5 4 3
1 2 5 4 3
1 2 5 4 3
1 2 5 4 3
1 2 5 4 3
\end{verbatim}","\begin{verbatim}
1 2 3 5 4
1 2 3 5 4
1 2 3 5 4
1 2 3 5 4
1 2 3 5 4
\end{verbatim}","\begin{verbatim}
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
1 2 3 4 5
\end{verbatim}","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 36","36.15.","Single","Se consideră următorul subprogram:
\begin{verbatim}
Limbajul C++/C
int T(int n)
{
    int o, m=n, c=1;
    o=n;
    while(o>9)
    {   c=c*10;
        o=o/10;
    }
    o=n%c*10+n/c;
    while(o!=n)
    {
        if(m<o) m=o;
            o=o%c*10+o/c;
    }
    return m;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function T(n:integer):integer;
var 0,m,c:integer;
begin
    m:=n; c:=1; o:=n;
    while(o>9) do
        begin
            c:=c*10; o:=o div 10;
        end;
    o:=n mod c*10+n div c;
    while o<>n do
        begin
            if m<o then m:=o;
                o:=o mod c*10 + o div c;
        end;
    T:=m;
end;
\end{verbatim}
Știind că parametrul formal $n$ este un număr natural format din 3 cifre, subprogramul $T$ poate returna un număr de valori cu cifra sutelor 9 egal cu:","N/A","100","200","225","252","260","261","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.1.","Single","Se consideră următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++/C
char c='7';
float a=c-'9';
cout<<a; | printf(""%.Of"",a);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var c:char; a:real;
c:='7';
a:=ord(c)-ord('9');
write(a:1:0);
\end{verbatim}
Valoarea afișată în urma executării secvenței de program alăturate este:","N/A","79","-2","2.0","2","'79'","-16","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.2.","Single","Se consideră următoarea listă de descendenți asociată unui arbore cu rădăcină cu 8 noduri:
\begin{verbatim}
1: 4,7,6,2
2: -
3: 4,6,5,2,7,8,1
4: -
5: -
6: -
7: 2
8: 7,2,4,1,6
\end{verbatim}
Varianta care reprezintă vectorul de taţi asociat acestui arbore este:","N/A","2 3 8 1 3 1 8 0","8 7 0 1 8 1 1 3","8 7 0 1 3 1 1 3","0 3 1 8 3 1 1 1","8 7 8 1 3 1 1 0","0 7 8 3 1 3 3 1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.3.","Single","În matricea de adiacență asociată unui graf neorientat cu $\mathbf{n}$ noduri, numărul de cifre de 1 aflate sub diagonala principală este egal cu $n*(n-1)/2$. Numărul de muchii ce trebuie adăugate la acest graf astfel încât acesta să devină complet este:","N/A","n-1","n","1","(n-1)/2","n/2","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.4.","Single","Se consideră un graf neorientat cu 3675 de noduri și 10589 muchii. Gradul maxim pe care îl poate avea un nod din reprezentarea grafului ce conține un număr maxim de noduri izolate este:","N/A","147","148","146","3666","3674","145","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.5.","Single","Şirul de caractere $s$ ce desemnează o propoziție cu exact 11 cuvinte formate doar din litere mici, mari și separate prin câte un spațiu. Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
int n;
char s[100], *p, c[100];
strcpy(s,s+(strchr(s,' ')-s));
p=strtok(s,"" "");
while (p && n)
{   p=strtok(NULL,"" "");
    strcpy(c, p);
    n--;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s,c,p:string[100]; n:integer;
delete(s,1,pos(' ',s));
while n<>0 do
    begin
        delete(s,1,pos(' ',s));
        c:=copy(s,1,pos(' ',s)-1);
        n:=n-1
    end;
\end{verbatim}
Pentru a memora în variabila $c$ cuvântul din mijloc, valoarea atribuită variabilei $n$ este:","N/A","11","6","5","7","3","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.6.","Single","Se consideră șirul: $1,1,2,1,2,3,1,2,3,4,1,2,3,4,5,1,2,3,4,5,6,1,2,3,4,5,6,7 \ldots$ şi următoarea secvenţă de program:
\begin{verbatim}
Limbajul C++/C
int n, k, s=0;
cin>>n; | scanf(""%d"",&n);
k=1;
while(s<n)
{   s=s+k; k++; }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var n,k,s:integer;
read(n); k:=1; s:=0;
while s<n do
    begin
        s:=s+k; inc(k)
    end;
\end{verbatim}
Expresia care determină termenul de pe o anumită poziție $n$ dată de la tastatură, dacă numerotarea termenilor pleacă de la valoarea 1 este:","N/A","$s-(k-n)+1$","$k-s+n-1$","$k-s+n$","$k+s-n$","$n-k$","$k+n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 37","37.7.","Single","Se consideră următoarea secvență de program:
\begin{verbatim}
Limbajul C++/C
int i, j, n, a[10][10];
cin>>n; |scanf(""%d"",&n);
for (i=1;i<=n;i++)
    for (j=1;j<=n-i+1;j++)
        {
            a[i][j]=i+j;
            a[n-j+1][n+1-i]=i+j;
        }
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a: array [1..10, 1..10] of integer;
    i, j, n: byte;
read(n);
for i:=1 to n do
        for j:=1 to n-i+1 do
            begin
                a[i][j]:= i+j;
                a[n-j+1][n+1-i]:=i+j
            end;
\end{verbatim}
În urma executării secvenței de program alăturate se obține:","N/A","un tablou bidimensional cu elementele simetrice față de diagonala principală dar nu şi faţă de diagonala secundară","un tablou bidimensional cu elementele simetrice față de diagonala secundară dar nu şi faţă de diagonala principală","un tablou bidimensional cu elementele simetrice atât față de diagonala principală cât şi faţă de diagonala secundară","un tablou bidimensional cu elementele identice pe coloane","un tablou bidimensional cu elementele identice pe linii","un tablou bidimensional cu toate elementele egale între ele","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
